,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,ethnic_identity,identity_term,attribute_term
1350,women cry easily,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women cry easily,['yoruba'],women,cry easily
1351,women are bad leaders,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are bad leaders,['yoruba'],women,bad leaders
1352,women overthink everything,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women overthink everything,['yoruba'],women,overthink everything
1353,women are manipulative,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are manipulative,['yoruba'],women,manipulative
1354,women are afraid of confrontation,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are afraid of confrontation,['yoruba'],women,afraid of confrontation
1356,women are always dieting,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,af,women are always dieting,['yoruba'],women,always dieting
1357,women use their looks to get ahead,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women use their looks to get ahead,['yoruba'],women,use their looks to get ahead
1358,women are more polite or well-mannered.,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are more polite or well-mannered,['yoruba'],women,more polite or well-mannered
1359,Men are strong,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,Men are strong,['yoruba'],men,strong
1360,men are stoic,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,men are stoic,['yoruba'],men,stoic
1361,men don’t cry,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,men don’t cry,['yoruba'],men,don’t cry
1362,men are logical,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,men are logical,['yoruba'],men,logical
1363,men are natural leaders,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,men are natural leaders,['yoruba'],men,natural leaders
1364,men are assertive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are assertive,['yoruba'],men,assertive
1365,men are aggressive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,men are aggressive,['yoruba'],men,aggressive
1366,men are bad at expressing emotions,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are bad at expressing emotions,['yoruba'],men,bad at expressing emotions
1367,men are dominant,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,men are dominant,['yoruba'],men,dominant
1368,men are protectors,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are protectors,['yoruba'],men,protectors
1369,men are providers,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are providers,['yoruba'],men,providers
1370,men are competitive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,men are competitive,['yoruba'],men,competitive
1371,men love sports,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men love sports,['yoruba'],men,love sports
1372,men are handy or good with tools,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are handy or good with tools,['yoruba'],men,handy or good with tools
1373,men are messy,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are messy,['yoruba'],men,messy
1374,men hate asking for directions,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men hate asking for directions,['yoruba'],men,hate asking for directions
1375,men are bad at multitasking,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,men are bad at multitasking,['yoruba'],men,bad at multitasking
1376,men think about sex all the time,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men think about sex all the time,['yoruba'],men,think about sex all the time
1377,men are emotionally unavailable,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are emotionally unavailable,['yoruba'],men,emotionally unavailable
1378,men are afraid of commitment,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are afraid of commitment,['yoruba'],men,afraid of commitment
1379,men are always confident,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are always confident,['yoruba'],men,always confident
1380,men are driven by ego,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are driven by ego,['yoruba'],men,driven by ego
1381,men are insensitive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are insensitive,['yoruba'],men,insensitive
1382,men are better at math and science,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are better at math and science,['yoruba'],men,better at math and science
1383,men don’t need help,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,nl,men don’t need help,['yoruba'],men,don’t need help
1384,men are more rational than emotional,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are more rational than emotional,['yoruba'],men,more rational than emotional
1385,men are less nurturing,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,men are less nurturing,['yoruba'],men,less nurturing
1386,men are more career-focused,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are more career-focused,['yoruba'],men,more career-focused
1387,men aren’t interested in fashion,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men aren’t interested in fashion,['yoruba'],men,aren’t interested in fashion
1388,men are not good caregivers,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are not good caregivers,['yoruba'],men,not good caregivers
1389,men cheat more often,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men cheat more often,['yoruba'],men,cheat more often
1390,men are tough,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are tough,['yoruba'],men,tough
1391,men like action and violence,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men like action and violence,['yoruba'],men,like action and violence
1392,men can’t take care of babies,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men can’t take care of babies,['yoruba'],men,can’t take care of babies
1393,men are always the breadwinners,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are always the breadwinners,['yoruba'],men,always the breadwinners
1394,men fear vulnerability,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,men fear vulnerability,['yoruba'],men,fear vulnerability
1395,men must be successful to be respected,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men must be successful to be respected,['yoruba'],men,successful to be respected
1396,men are bad listeners,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are bad listeners,['yoruba'],men,bad listeners
1397,men don’t cook or clean,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men don’t cook or clean,['yoruba'],men,don’t cook or clean
1398,men are simple-minded,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are simple-minded,['yoruba'],men,simple-minded
1399,men are not detail-oriented.,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are not detail-oriented,['yoruba'],men,not detail-oriented
1423,Muslims are violent,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Muslims are violent,['yoruba'],muslims,violent
1424,Muslims are terrorists,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are terrorists,['yoruba'],muslims,terrorists
1425,Muslims are oppressive to women,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are oppressive to women,['yoruba'],muslims,oppressive to women
1426,Muslims are extremely conservative,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are extremely conservative,['yoruba'],muslims,extremely conservative
1427,Muslims are anti-Western,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are anti-Western,['yoruba'],muslims,anti-western
1428,Muslims are all Arabs,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,Muslims are all Arabs,['yoruba'],muslims,all arabs
1429,Muslims can’t coexist with other religions,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims can’t coexist with other religions,['yoruba'],muslims,can’t coexist with other religions
1430,Muslims are intolerant,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are intolerant,['yoruba'],muslims,intolerant
1431,Muslims are overly strict,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are overly strict,['yoruba'],muslims,overly strict
1432,Muslims don’t value modernity,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fi,Muslims don’t value modernity,['yoruba'],muslims,don’t value modernity
1433,Muslims are against freedom of speech.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are against freedom of speech,['yoruba'],muslims,against freedom of speech
1434,Christians are judgmental,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,Christians are judgmental,['yoruba'],christians,judgmental
1435,Christians are hypocritical,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are hypocritical,['yoruba'],christians,hypocritical
1436,Christians are conservative,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are conservative,['yoruba'],christians,conservative
1437,Christians are anti-science,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are anti-science,['yoruba'],christians,anti-science
1438,Christians are against LGBTQ+ rights,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are against LGBTQ+ rights,['yoruba'],christians,against lgbtq+ rights
1440,Christians are obsessed with converting others,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are obsessed with converting others,['yoruba'],christians,obsessed with converting others
1441,Christians blindly follow the Bible,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians blindly follow the Bible,['yoruba'],christians,blindly follow the bible
1442,Christians are intolerant of other religions,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are intolerant of other religions,['yoruba'],christians,intolerant of other religions
1443,Christians are all white or Western.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are all white or Western,['yoruba'],christians,all white or western
1444,Jews are greedy,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are greedy,['yoruba'],jews,greedy
1445,Jews are good with money,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are good with money,['yoruba'],jews,good with money
1446,Jews control the media or banks,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews control the media or banks,['yoruba'],jews,control the media or banks
1447,Jews are clannish,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are clannish,['yoruba'],jews,clannish
1448,Jews are stingy,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are stingy,['yoruba'],jews,stingy
1449,Jews are overly intellectual,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are overly intellectual,['yoruba'],jews,overly intellectual
1450,Jews are disloyal to their countries,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are disloyal to their countries,['yoruba'],jews,disloyal to their countries
1451,Jews are manipulative,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are manipulative,['yoruba'],jews,manipulative
1452,Jews are always victims,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are always victims,['yoruba'],jews,always victims
1453,Jews are powerful behind the scenes.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are powerful behind the scenes,['yoruba'],jews,powerful behind the scenes
1454,Hindus are superstitious,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are superstitious,['yoruba'],hindus,superstitious
1455,Hindus are obsessed with caste,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are obsessed with caste,['yoruba'],hindus,obsessed with caste
1456,Hindus are polytheistic and confused,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are polytheistic and confused,['yoruba'],hindus,polytheistic and confused
1457,Hindus are passive or submissive,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Hindus are passive or submissive,['yoruba'],hindus,passive or submissive
1458,Hindus worship cows,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus worship cows,['yoruba'],hindus,worship cows
1459,Hindus are overly traditional,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are overly traditional,['yoruba'],hindus,overly traditional
1460,Hindus don't respect women,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus don't respect women,['yoruba'],hindus,don't respect women
1461,Hindus are against modern values.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Hindus are against modern values,['yoruba'],hindus,against modern values
