Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,identity_term_modified,attribute_term,attribute_term_modified,ethnic_identity,Person Assigned to
1520,engineers are nerdy,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,nl,engineers are nerdy,engineers,,nerdy,,['yoruba'],Daniella
1521,engineers are socially awkward,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,engineers are socially awkward,engineers,,socially awkward,,['yoruba'],Daniella
1522,engineers are obsessed with details.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,engineers are obsessed with details,engineers,,obsessed with details,,['yoruba'],Daniella
1523,Accountants are boring,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Accountants are boring,accountants,,boring,,['yoruba'],Daniella
1524,accountants are organized,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,accountants are organized,accountants,,organized,,['yoruba'],Daniella
1525,accountants are good with numbers,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,accountants are good with numbers,accountants,,good with numbers,,['yoruba'],Daniella
1526,accountants are risk-averse,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,accountants are risk-averse,accountants,,risk-averse,,['yoruba'],Daniella
1527,accountants are conservative,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,accountants are conservative,accountants,,conservative,,['yoruba'],Daniella
1528,accountants are meticulous.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,accountants are meticulous,accountants,,meticulous,,['yoruba'],Daniella
1529,Artists are emotional,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Artists are emotional,artists,,emotional,,['yoruba'],Daniella
1530,artists are disorganized,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,artists are disorganized,artists,,disorganized,,['yoruba'],Daniella
1531,artists are creative,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,artists are creative,artists,,creative,,['yoruba'],Daniella
1532,artists are broke,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,artists are broke,artists,,broke,,['yoruba'],Daniella
1533,artists are free-spirited,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,artists are free-spirited,artists,,free-spirited,,['yoruba'],Daniella
1534,artists are impractical,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,artists are impractical,artists,,impractical,,['yoruba'],Daniella
1535,artists are unconventional.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,artists are unconventional,artists,,unconventional,,['yoruba'],Daniella
1536,Actors are dramatic,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,Actors are dramatic,actors,,dramatic,,['yoruba'],Daniella
1537,actors are attention-seeking,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,actors are attention-seeking,actors,,attention-seeking,,['yoruba'],Daniella
1538,actors are vain,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,actors are vain,actors,,vain,,['yoruba'],Daniella
1539,actors are charming,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,actors are charming,actors,,charming,,['yoruba'],Daniella
1540,actors are insecure,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,actors are insecure,actors,,insecure,,['yoruba'],Daniella
1541,actors are extroverted.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,actors are extroverted,actors,,extroverted,,['yoruba'],Daniella
1542,Traders are persuasive,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,pt,Traders are persuasive,traders,,persuasive,,['yoruba'],Daniella
1543,traders are aggressive,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,traders are aggressive,traders,,aggressive,,['yoruba'],Daniella
1544,traders are greedy,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,traders are greedy,traders,,greedy,,['yoruba'],Daniella
1545,traders are adrenaline junkies,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,traders are adrenaline junkies,traders,,adrenaline junkies,,['yoruba'],Daniella
1546,traders are sharp,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,traders are sharp,traders,,sharp,,['yoruba'],Daniella
1547,traders are manipulative.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,traders are manipulative,traders,,manipulative,,['yoruba'],Daniella
1548,Nurses are caring,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,Nurses are caring,nurses,,caring,,['yoruba'],Daniella
1549,nurses are overworked,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,af,nurses are overworked,nurses,,overworked,,['yoruba'],Daniella
1550,nurses are selfless,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,nurses are selfless,nurses,,selfless,,['yoruba'],Daniella
1551,nurses are compassionate,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,nurses are compassionate,nurses,,compassionate,,['yoruba'],Daniella
1552,nurses are women,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,af,nurses are women,nurses,,women,,['yoruba'],Daniella
1553,nurses are underappreciated.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,nurses are underappreciated,nurses,,underappreciated,,['yoruba'],Daniella
1554,Police officers are brave,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Police officers are brave,police officers,,brave,,['yoruba'],Daniella
1555,police officers are aggressive,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,police officers are aggressive,police officers,,aggressive,,['yoruba'],Daniella
1556,police officers are authoritarian,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,police officers are authoritarian,police officers,,authoritarian,,['yoruba'],Daniella
1557,police officers are loyal,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,police officers are loyal,police officers,,loyal,,['yoruba'],Daniella
1558,police officers are uneducated,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,police officers are uneducated,police officers,,uneducated,,['yoruba'],Daniella
1559,police officers are suspicious of everyone.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,police officers are suspicious of everyone,police officers,,suspicious of everyone,,['yoruba'],Daniella
1560,Politicians are dishonest,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Politicians are dishonest,politicians,,dishonest,,['yoruba'],Daniella
1561,politicians are power-hungry,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,politicians are power-hungry,politicians,,power-hungry,,['yoruba'],Daniella
1562,politicians are manipulative,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,politicians are manipulative,politicians,,manipulative,,['yoruba'],Daniella
1563,politicians are charismatic,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,politicians are charismatic,politicians,,charismatic,,['yoruba'],Daniella
1564,politicians are corrupt,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,politicians are corrupt,politicians,,corrupt,,['yoruba'],Daniella
1565,politicians are good liars.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,politicians are good liars,politicians,,good liars,,['yoruba'],Daniella
1566,Rich people are greedy,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Rich people are greedy,rich people,,are greedy,,['yoruba'],Daniella
1567,rich people are out of touch,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,rich people are out of touch,rich people,,are out of touch,,['yoruba'],Daniella
1568,rich people are selfish,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,rich people are selfish,rich people,,are selfish,,['yoruba'],Daniella
1569,rich people are entitled,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,rich people are entitled,rich people,,are entitled,,['yoruba'],Daniella
1570,rich people are arrogant.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,rich people are arrogant,rich people,,are arrogant,,['yoruba'],Daniella
1571,Poor people are lazy,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,Poor people are lazy,poor people,,are lazy,,['yoruba'],Daniella
1572,poor people are uneducated,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,poor people are uneducated,poor people,,are uneducated,,['yoruba'],Daniella
1573,poor people are irresponsible,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,poor people are irresponsible,poor people,,are irresponsible,,['yoruba'],Daniella
1574,poor people are always asking for help,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,poor people are always asking for help,poor people,,are always asking for help,,['yoruba'],Daniella
1575,poor people are more likely to commit crimes.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,poor people are more likely to commit crimes,poor people,,are more likely to commit crimes,,['yoruba'],Daniella
1576,Fat people are lazy,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,Fat people are lazy,fat people,,are lazy,,['yoruba'],Daniella
1577,fat people are undisciplined,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,fat people are undisciplined,fat people,,are undisciplined,,['yoruba'],Daniella
1578,fat people are jolly,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,fat people are jolly,fat people,,are jolly,,['yoruba'],Melissah
1579,fat people don’t care about their health,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,fat people don’t care about their health,fat people,,don’t care about their health,,['yoruba'],Melissah
1580,fat people are insecure.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,fat people are insecure,fat people,,are insecure,,['yoruba'],Melissah
1581,Thin people are vain,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Thin people are vain,thin people,,are vain,,['yoruba'],Melissah
1582,thin people are obsessed with dieting,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,thin people are obsessed with dieting,thin people,,are obsessed with dieting,,['yoruba'],Melissah
1583,thin people are weak,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,thin people are weak,thin people,,are weak,,['yoruba'],Melissah
1584,thin people are high-maintenance,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,thin people are high-maintenance,thin people,,are high-maintenance,,['yoruba'],Melissah
1585,thin people are healthier.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,thin people are healthier,thin people,thin people,are healthier,are healthy,['yoruba'],Melissah
1586,Short people are angry,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Short people are angry,short people,,are angry,,['yoruba'],Melissah
1587,short people are insecure,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,short people are insecure,short people,,are insecure,,['yoruba'],Melissah
1588,short people are less powerful,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,short people are less powerful,short people,,are less powerful,,['yoruba'],Melissah
1589,short people are funny.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,short people are funny,short people,,are funny,,['yoruba'],Melissah
1590,Tall people are leaders,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Tall people are leaders,tall people,,are leaders,,['yoruba'],Melissah
1591,tall people are confident,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,tall people are confident,tall people,,are confident,,['yoruba'],Melissah
1592,tall people are intimidating,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,tall people are intimidating,tall people,,are intimidating,,['yoruba'],Melissah
1593,tall people are good at sports.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,tall people are good at sports,tall people,,are good at sports,,['yoruba'],Melissah
1594,Blondes are dumb,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,Blondes are dumb,blondes,,dumb,,['yoruba'],Melissah
1595,blondes are fun-loving,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,blondes are fun-loving,blondes,,fun-loving,,['yoruba'],Melissah
1596,blondes are naive,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,blondes are naive,blondes,,naive,,['yoruba'],Melissah
1597,blondes are flirtatious.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,blondes are flirtatious,blondes,,flirtatious,,['yoruba'],Melissah
1598,Redheads are fiery,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Redheads are fiery,redheads,,fiery,,['yoruba'],Melissah
1599,redheads are hot-tempered,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,redheads are hot-tempered,redheads,,hot-tempered,,['yoruba'],Melissah
1600,redheads are unique,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,redheads are unique,redheads,,unique,,['yoruba'],Melissah
1601,redheads are exotic.,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,redheads are exotic,redheads,,exotic,,['yoruba'],Melissah
1602,People with tattoos are rebellious,misc,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,People with tattoos are rebellious,people,people with tatoos,with tattoos are rebellious,are rebellious,['yoruba'],Melissah
